,text,category,Unnamed: 0.1,email_link,email_id,has_url,cleaned_text,nonsensical_words_removed
37,"Subject : Contract Renewal Discussion
Body : Hello,

Our current contract is due for renewal next month. Could we schedule a meeting to discuss the terms and conditions?

Best regards,
Vendor Relations",expecting_reply,,,,0,"Subject : Contract Renewal Discussion
Body : Hello,

Our current contract is due for renewal next month. Could we schedule a meeting to discuss the terms and conditions?

Best regards,
Vendor Relations",subject body hello our current contract be due for renewal next month could we schedule a meeting to discuss the term and condition good regard
38,"Subject : Technical Support Needed
Body : Hi Tech Support,

I'm experiencing issues with my laptop. Could you please assist me in resolving this at the earliest?

Thank you,
Employee",expecting_reply,,,,0,"Subject : Technical Support Needed
Body : Hi Tech Support,

I'm experiencing issues with my laptop. Could you please assist me in resolving this at the earliest?

Thank you,
Employee",subject need body Tech I be experience issue with my could you please assist I in resolve this at the early thank you employee
39,"Subject : Partnership Proposal
Body : Dear Partner,

We are interested in exploring a partnership opportunity with your company. Could we set up a call to discuss this further?

Looking forward to your response,
Business Development Team",expecting_reply,,,,0,"Subject : Partnership Proposal
Body : Dear Partner,

We are interested in exploring a partnership opportunity with your company. Could we set up a call to discuss this further?

Looking forward to your response,
Business Development Team",subject body we be interested in explore a partnership opportunity with your company could we set up a call to discuss this far look forward to your response
40,"Subject : Weekly Report Submission
Body : Hi Team,

Please submit your weekly reports by end of day Friday. Let me know if you have any questions.

Thanks,
Team Lead",expecting_reply,,,,0,"Subject : Weekly Report Submission
Body : Hi Team,

Please submit your weekly reports by end of day Friday. Let me know if you have any questions.

Thanks,
Team Lead",subject body hi please submit your weekly report by end of day Friday let I know if you have any question thank Lead
41,"Subject : Request for Quotation
Body : Dear Supplier,

Could you please provide a quotation for the list of items attached? We are looking to place an order soon.

Regards,
Procurement Team",expecting_reply,,,,0,"Subject : Request for Quotation
Body : Dear Supplier,

Could you please provide a quotation for the list of items attached? We are looking to place an order soon.

Regards,
Procurement Team",subject request for body could you please provide a quotation for the list of item attach we be look to place an order soon regard procurement team
42,"Subject : Appointment Rescheduling
Body : Hello Dr. Smith,

I need to reschedule my appointment originally set for this Thursday. Could you please let me know your available slots?

Thank you,
Patient",expecting_reply,,,,0,"Subject : Appointment Rescheduling
Body : Hello Dr. Smith,

I need to reschedule my appointment originally set for this Thursday. Could you please let me know your available slots?

Thank you,
Patient",subject body hello I need to reschedule my appointment originally set for this Thursday could you please let I know your available slot thank you patient
43,"Subject : Training Session Confirmation
Body : Hi Team,

Please confirm your attendance for the training session scheduled next Monday. It's important for all team members to participate.

Best,
Training Coordinator",expecting_reply,,,,0,"Subject : Training Session Confirmation
Body : Hi Team,

Please confirm your attendance for the training session scheduled next Monday. It's important for all team members to participate.

Best,
Training Coordinator",subject body hi please confirm your attendance for the training session schedule next Monday it be important for all team member to participate good
44,"Subject : Budget Approval Request
Body : Dear Manager,

Attached is the proposed budget for the upcoming quarter. Could you please review and approve it at your earliest convenience?

Thanks,
Finance Team",expecting_reply,,,,0,"Subject : Budget Approval Request
Body : Dear Manager,

Attached is the proposed budget for the upcoming quarter. Could you please review and approve it at your earliest convenience?

Thanks,
Finance Team",subject body dear attach be the propose budget for the upcoming quarter could you please review and approve it at your early convenience thank
45,"Subject : Invitation to Webinar
Body : Hi,

We are hosting a webinar on the latest industry trends. Could you please confirm your attendance by registering through the link provided?

Best regards,
Webinar Host",expecting_reply,,,,0,"Subject : Invitation to Webinar
Body : Hi,

We are hosting a webinar on the latest industry trends. Could you please confirm your attendance by registering through the link provided?

Best regards,
Webinar Host",subject invitation to body hi we be host a on the late industry trend could you please confirm your attendance by register through the link provide good regard
46,"Subject : Product Feedback Request
Body : Dear Customer,

We hope you are satisfied with your recent purchase. Could you please provide your feedback on the product? Your input is valuable to us.

Thank you,
Customer Support",expecting_reply,,,,0,"Subject : Product Feedback Request
Body : Dear Customer,

We hope you are satisfied with your recent purchase. Could you please provide your feedback on the product? Your input is valuable to us.

Thank you,
Customer Support",subject product body we hope you be satisfied with your recent purchase could you please provide your feedback on the product your input be valuable to we thank you
47,"Subject : Team Outing Confirmation
Body : Hi Team,

We are planning a team outing next Friday. Could you please confirm your availability by this Wednesday?

Cheers,
HR Team",expecting_reply,,,,0,"Subject : Team Outing Confirmation
Body : Hi Team,

We are planning a team outing next Friday. Could you please confirm your availability by this Wednesday?

Cheers,
HR Team",subject body hi we be plan a team out next Friday could you please confirm your availability by this Wednesday cheer team
48,"Subject : Service Renewal Reminder
Body : Dear Client,

Your service subscription is due for renewal next month. Could you please confirm if you wish to continue with us?

Thank you,
Service Team",expecting_reply,,,,0,"Subject : Service Renewal Reminder
Body : Dear Client,

Your service subscription is due for renewal next month. Could you please confirm if you wish to continue with us?

Thank you,
Service Team",subject reminder body your service subscription be due for renewal next month could you please confirm if you wish to continue with we thank you
49,"Subject : Request for Information
Body : Hi,

Could you please provide the information requested in the previous email? We need it to proceed with the next steps.

Thanks,
Operations Team",expecting_reply,,,,0,"Subject : Request for Information
Body : Hi,

Could you please provide the information requested in the previous email? We need it to proceed with the next steps.

Thanks,
Operations Team",subject request for body hi could you please provide the information request in the previous we need it to proceed with the next step thank operation
50,"Subject : Client Meeting Request
Body : Dear Client,

Could we schedule a meeting to discuss your requirements and how we can assist you further? Please let us know your available times.

Best regards,
Account Manager",expecting_reply,,,,0,"Subject : Client Meeting Request
Body : Dear Client,

Could we schedule a meeting to discuss your requirements and how we can assist you further? Please let us know your available times.

Best regards,
Account Manager",subject body could we schedule a meeting to discuss your requirement and how we can assist you far please let we know your available time good regard
51,"Subject : Order Confirmation Needed
Body : Dear Customer,

Please confirm your recent order details. Let us know if there are any discrepancies.

Thank you,
Sales Team",expecting_reply,,,,0,"Subject : Order Confirmation Needed
Body : Dear Customer,

Please confirm your recent order details. Let us know if there are any discrepancies.

Thank you,
Sales Team",subject need body please confirm your recent order detail let we know if there be any discrepancy thank you sale
52,"Subject : Volunteer Sign-Up
Body : Hi,

We are looking for volunteers for our upcoming community event. Could you please sign up if you're interested in helping out?

Warm regards,
Community Organizer",expecting_reply,,,,0,"Subject : Volunteer Sign-Up
Body : Hi,

We are looking for volunteers for our upcoming community event. Could you please sign up if you're interested in helping out?

Warm regards,
Community Organizer",subject body hi we be look for volunteer for our upcoming community event could you please sign up if you be interested in help out warm regard
53,"Subject : Policy Update Acknowledgment
Body : Dear Employee,

Please review the attached policy updates and acknowledge receipt by replying to this email.

Thank you,
HR Department",expecting_reply,,,,0,"Subject : Policy Update Acknowledgment
Body : Dear Employee,

Please review the attached policy updates and acknowledge receipt by replying to this email.

Thank you,
HR Department",subject body employee please review the attach policy update and acknowledge receipt by reply to this thank you department
54,"Subject : Request for Collaboration
Body : Hello,

We are interested in collaborating with your team on a new project. Could we set up a meeting to discuss this further?

Looking forward to your response,
Research Team",expecting_reply,,,,0,"Subject : Request for Collaboration
Body : Hello,

We are interested in collaborating with your team on a new project. Could we set up a meeting to discuss this further?

Looking forward to your response,
Research Team",subject request for body hello we be interested in collaborate with your team on a new project could we set up a meeting to discuss this far look forward to your response
55,"Subject : Meeting Confirmation Required
Body : Hi [Name],

Could you please confirm your availability for the meeting scheduled on Thursday at 3 PM? We need to finalize the agenda.

Thanks,
[Your Name]",expecting_reply,,,,0,"Subject : Meeting Confirmation Required
Body : Hi [Name],

Could you please confirm your availability for the meeting scheduled on Thursday at 3 PM? We need to finalize the agenda.

Thanks,
[Your Name]",subject body hi name could you please confirm your availability for the meeting schedule on Thursday at we need to finalize the agenda thank your name
56,"Subject : Feedback on Proposal
Body : Hello [Name],

I hope this email finds you well. Could you please review the attached proposal and provide your feedback by the end of this week?

Best regards,
[Your Name]",expecting_reply,,,,0,"Subject : Feedback on Proposal
Body : Hello [Name],

I hope this email finds you well. Could you please review the attached proposal and provide your feedback by the end of this week?

Best regards,
[Your Name]",subject feedback on body hello name I hope this find you well could you please review the attach proposal and provide your feedback by the end of this week good regard your name
57,"Subject : RSVP for the Event
Body : Dear [Name],

We are excited to invite you to our annual event. Please RSVP by Friday to confirm your attendance.

Warm regards,
[Your Name]",expecting_reply,,,,0,"Subject : RSVP for the Event
Body : Dear [Name],

We are excited to invite you to our annual event. Please RSVP by Friday to confirm your attendance.

Warm regards,
[Your Name]",subject for the event body dear name we be excited to invite you to our annual event please by Friday to confirm your attendance warm regard your name
58,"Subject : Approval Needed for Budget
Body : Hi [Name],

Could you please review the attached budget and provide your approval or feedback by tomorrow?

Thank you,
[Your Name]",expecting_reply,,,,0,"Subject : Approval Needed for Budget
Body : Hi [Name],

Could you please review the attached budget and provide your approval or feedback by tomorrow?

Thank you,
[Your Name]",subject approval need for body hi name could you please review the attach budget and provide your approval or feedback by tomorrow thank you your name
59,"Subject : Project Update Request
Body : Hello [Name],

Could you please provide an update on the current status of the project by the end of the day?

Thanks,
[Your Name]",expecting_reply,,,,0,"Subject : Project Update Request
Body : Hello [Name],

Could you please provide an update on the current status of the project by the end of the day?

Thanks,
[Your Name]",subject body hello name could you please provide an update on the current status of the project by the end of the day thank your name
60,"Subject : Invitation to Collaborate
Body : Dear [Name],

I hope you're doing well. We would love to collaborate with you on our upcoming project. Could you let us know if you're interested?

Best,
[Your Name]",expecting_reply,,,,0,"Subject : Invitation to Collaborate
Body : Dear [Name],

I hope you're doing well. We would love to collaborate with you on our upcoming project. Could you let us know if you're interested?

Best,
[Your Name]",subject invitation to collaborate body dear name I hope you be do well we would love to collaborate with you on our upcoming project could you let we know if you be interested your name
61,"Subject : Request for Documentation
Body : Hi [Name],

Could you please send over the documentation for the new software by tomorrow?

Thanks,
[Your Name]",expecting_reply,,,,0,"Subject : Request for Documentation
Body : Hi [Name],

Could you please send over the documentation for the new software by tomorrow?

Thanks,
[Your Name]",subject request for documentation body hi name could you please send over the documentation for the new by tomorrow thank your name
62,"Subject : Schedule a Call
Body : Hello [Name],

Could we schedule a call this week to discuss the recent developments?

Looking forward to your reply,
[Your Name]",expecting_reply,,,,0,"Subject : Schedule a Call
Body : Hello [Name],

Could we schedule a call this week to discuss the recent developments?

Looking forward to your reply,
[Your Name]",subject schedule a call body hello name could we schedule a call this week to discuss the recent development look forward to your reply your name
63,"Subject : Feedback on Recent Changes
Body : Hi [Name],

Could you please provide your feedback on the recent changes made to the project?

Thank you,
[Your Name]",expecting_reply,,,,0,"Subject : Feedback on Recent Changes
Body : Hi [Name],

Could you please provide your feedback on the recent changes made to the project?

Thank you,
[Your Name]",subject feedback on body hi name could you please provide your feedback on the recent change make to the project thank you your name
64,"Subject : Action Required: Account Verification
Body : Dear [Name],

Please verify your account by clicking the link below to ensure uninterrupted service.

Thank you,
[Your Company]",expecting_reply,,,,0,"Subject : Action Required: Account Verification
Body : Dear [Name],

Please verify your account by clicking the link below to ensure uninterrupted service.

Thank you,
[Your Company]",subject action body dear name please verify your account by click the link below to ensure uninterrupted service thank you your company
65,"Subject : Request for Quote
Body : Hello [Name],

Could you please provide a quote for the services listed in the attached document?

Best regards,
[Your Name]",expecting_reply,,,,0,"Subject : Request for Quote
Body : Hello [Name],

Could you please provide a quote for the services listed in the attached document?

Best regards,
[Your Name]",subject request for body hello name could you please provide a quote for the service list in the attach document good regard your name
66,"Subject : Confirmation of Attendance
Body : Hi [Name],

Could you please confirm your attendance for the workshop next week?

Thanks,
[Your Name]",expecting_reply,,,,0,"Subject : Confirmation of Attendance
Body : Hi [Name],

Could you please confirm your attendance for the workshop next week?

Thanks,
[Your Name]",subject of body hi name could you please confirm your attendance for the workshop next week thank your name
67,"Subject : Follow-up on Invoice
Body : Dear [Name],

This is a gentle reminder to follow up on the invoice sent last week. Could you please confirm receipt?

Best,
[Your Name]",expecting_reply,,,,0,"Subject : Follow-up on Invoice
Body : Dear [Name],

This is a gentle reminder to follow up on the invoice sent last week. Could you please confirm receipt?

Best,
[Your Name]",subject follow up on body dear name this be a gentle reminder to follow up on the invoice send last week could you please confirm receipt your name
68,"Subject : Request for Presentation Slides
Body : Hello [Name],

Could you please send the presentation slides from the last meeting?

Thank you,
[Your Name]",expecting_reply,,,,0,"Subject : Request for Presentation Slides
Body : Hello [Name],

Could you please send the presentation slides from the last meeting?

Thank you,
[Your Name]",subject request for body hello name could you please send the presentation slide from the last meeting thank you your name
69,"Subject : Clarification Needed
Body : Hi [Name],

Could you please clarify the points mentioned in your last email? I need some more details.

Thanks,
[Your Name]",expecting_reply,,,,0,"Subject : Clarification Needed
Body : Hi [Name],

Could you please clarify the points mentioned in your last email? I need some more details.

Thanks,
[Your Name]",subject clarification need body hi name could you please clarify the point mention in your last I need some more detail thank your name
70,"Subject : Approval Required for New Hire
Body : Dear [Name],

Could you please review the candidate's profile and provide your approval for the new hire?

Best regards,
[Your Name]",expecting_reply,,,,0,"Subject : Approval Required for New Hire
Body : Dear [Name],

Could you please review the candidate's profile and provide your approval for the new hire?

Best regards,
[Your Name]",subject approval require for body dear name could you please review the candidate profile and provide your approval for the new hire good regard your name
71,"Subject : Request for Meeting Agenda
Body : Hello [Name],

Could you please send the agenda for the upcoming meeting?

Thank you,
[Your Name]",expecting_reply,,,,0,"Subject : Request for Meeting Agenda
Body : Hello [Name],

Could you please send the agenda for the upcoming meeting?

Thank you,
[Your Name]",subject request for body hello name could you please send the agenda for the upcoming meeting thank you your name
72,"Subject : Feedback Request on Draft
Body : Hi [Name],

Could you please review the draft document and provide your feedback?

Thanks,
[Your Name]",expecting_reply,,,,0,"Subject : Feedback Request on Draft
Body : Hi [Name],

Could you please review the draft document and provide your feedback?

Thanks,
[Your Name]",subject feedback request on body hi name could you please review the draft document and provide your feedback thank your name
73,"Subject : Invitation to Webinar
Body : Dear [Name],

We would like to invite you to our upcoming webinar. Please let us know if you can attend.

Best,
[Your Name]",expecting_reply,,,,0,"Subject : Invitation to Webinar
Body : Dear [Name],

We would like to invite you to our upcoming webinar. Please let us know if you can attend.

Best,
[Your Name]",subject invitation to body dear name we would like to invite you to our upcoming please let we know if you can attend your name
74,"Subject : Request for Updated Report
Body : Hello [Name],

Could you please send the updated report by the end of the week?

Thank you,
[Your Name]",expecting_reply,,,,0,"Subject : Request for Updated Report
Body : Hello [Name],

Could you please send the updated report by the end of the week?

Thank you,
[Your Name]",subject request for body hello name could you please send the update report by the end of the week thank you your name
75,"Subject : Confirmation Needed for Order
Body : Hi [Name],

Could you please confirm the details of your order so we can proceed with processing?

Thanks,
[Your Name]",expecting_reply,,,,0,"Subject : Confirmation Needed for Order
Body : Hi [Name],

Could you please confirm the details of your order so we can proceed with processing?

Thanks,
[Your Name]",subject need for body hi name could you please confirm the detail of your order so we can proceed with thank your name
76,"Subject : Survey Participation Request
Body : Dear [Name],

We value your feedback. Could you please participate in our survey?

Warm regards,
[Your Name]",expecting_reply,,,,0,"Subject : Survey Participation Request
Body : Dear [Name],

We value your feedback. Could you please participate in our survey?

Warm regards,
[Your Name]",subject body dear name we value your feedback could you please participate in our survey warm regard your name
77,"Subject : Request for Technical Support
Body : Hello [Name],

Could you please assist with the technical issue we discussed earlier?

Thank you,
[Your Name]",expecting_reply,,,,0,"Subject : Request for Technical Support
Body : Hello [Name],

Could you please assist with the technical issue we discussed earlier?

Thank you,
[Your Name]",subject request for body hello name could you please assist with the technical issue we discuss early thank you your name
